video_id,title,publishedAt,channelId,channelTitle,categoryId,trending_date,tags,view_count,likes,dislikes,comment_count,thumbnail_link,comments_disabled,ratings_disabled,description
"nlx-H5kxxkw","정동원 남승민&임도형 웰컴 투 하동 집들이 [아내의 맛]","2020-08-05T02:43:53Z","UCrLQ0ovys23H9xBV6U-Sd4A","정동원TV","10","2020-08-12T00:00:00Z","[None]","1815842","31481","1798","2186","https://i.ytimg.com/vi/nlx-H5kxxkw/default.jpg","False","False",""
"tP3f4yXLM4E","여자친구 앞에서 이상형 월드컵 하면 생기는 일ㅋㅋㅋㅋㅋ","2020-08-10T12:02:06Z","UChE5nZAIhWS5vYTRjsUgRpQ","공대생 변승주 DS","23","2020-08-12T00:00:00Z","공대생|공피디|핫도그|흔한남매|급식왕|보물섬|더블비|총몇명|워크맨|네고왕|트위치|스트리머|여캠|커플","327496","7165","187","797","https://i.ytimg.com/vi/tP3f4yXLM4E/default.jpg","False","False","#여친앞에서 #이상형 #월드컵문의는 gds@videovillage.co.krhjsbjh2@gmail.com 으로 부탁드려요!Track : 귀여운 BGM 모음Music by 브금대통령Music provided by 브금대통령Watch : https://youtu.be/hgNrf9QqAA0"
"n5StUwJPF_g","[순간포착 세상에 이런 일이 레전드] ‘검은 얼굴의 남자’ 풀버전 다시보기ㅣ순간포착 세상에 이런 일이(Instant Capture)ㅣSBS Story","2020-08-05T02:00:03Z","UCYZv9v_bwfMGc64gLRe34OA","SBS STORY","15","2020-08-12T00:00:00Z","SBS|SBSStory|교양|순간포착세상에이런일이|순간포착세상에이런일이다시보기|순간포착세상에이런일이레전드|순간포착세상에이런일이검은얼굴|순간포착세상에이런일이구두약|순간포착세상에이런일이879회|순간포착세상에이런일이879회다시보기|구두약|검은얼굴남자|검은색얼굴","1603275","15804","986","3748","https://i.ytimg.com/vi/n5StUwJPF_g/default.jpg","False","False","10년 동안 구두약을 바르며 정처 없이 거리를 떠돌고 있다는 남자와 여자. 두 사람은 서로를 각별히 챙기고 의지하는데... 남자는 왜 구두약을 바르며 여자와 거리를 떠도는 걸까? 순간포착 세상에 이런 일이 160310 879회SBS 목요일 교양 '순간포착 세상에 이런 일이'☞오후 08시 55분 본방송#순간포착세상에이런일이 #순간포착세상에이런일이레전드 #검은얼굴의남자▶ Hompage : https://www.sbs.co.kr/tv/culture▶ Subscribe SBS Story : https://bit.ly/2Othu8e"
"JSAfPh1A25E","TREASURE - 'BOY' M/V","2020-08-07T09:00:09Z","UCx9hXYOCvUYwrprEqe4ZQHA","TREASURE (트레저)","24","2020-08-12T00:00:00Z","YG Entertainment|YG|와이지|K-pop|트레져|트레저|TREASURE|CHOI HYUN SUK|JIHOON|YOSHI|JUNKYU|MASHIHO|YOON JAE HYUK|ASAHI|BANG YE DAM|DOYOUNG|HARUTO|PARK JEONG WOO|SO JUNG HWAN|최현석|지훈|요시|준규|마시호|윤재혁|아사히|방예담|도영|하루토|박정우|소정환|TREASURE DEBUT|트레저 데뷔|TREASURE BOY|BOY|THE FIRST STEP|CHAPTER ONE|트레저 BOY|트레저 들어와|TREASURE COME TO ME|COME TO ME|들어와","18535008","1447196","25144","335063","https://i.ytimg.com/vi/JSAfPh1A25E/default.jpg","False","False","BOY Woah ohYeah넌 마치 beautiful danger쳐다볼 수 없어너무 눈부신 halo 눈을 가려봐도 숨겨봐도넌 정말 different 헤어나올 수 없어터질듯한 내 heartbeat불을 질러 oh oh oh 더 oh oh ohOh no 온통 머릿속이 messed upYo 오늘따라 미치겠어You’re so beautiful 말하고 싶어눈을 마주친 순간 이전의 난몰랐었어 나의 타입넌 정말 special treasureYeah I'm gonna be the one너를 원해운명이었던 것처럼 yeah수많은 사람들 속 너만 보여I can make you happy난 꼭 너여야만 해 girl맘을 열어줘 I just wanna be your boyI’ll be your boy맘을 열어줘Be my be my be my girlI’ll be your boyBe my be my be myI just wanna be your boy지금 막 지금 막눈이 멀어버릴 것만 같음숨 막히는 아름다움I’m so addicted to you, can’t control코끝에 당겨 너의 향기불장난은 그만 사랑으로 채워 열기I’m runnin’ and runnin’ and널 위해서라면 난전부 다 걸어 ride or die운명이었던 것처럼 yeah수많은 사람들 속 너만 보여 I can make you happy난 꼭 너여야만 해 girl맘을 열어줘I just wanna be your boyI’ll be your boy맘을 열어줘Be my be my be my girlI’ll be your boyBe my be my be myI just wanna be your boy어디서든 빛나너는 나의 여왕I’mma ride for youI’mma ride or die for you girlBaby I’ll be yoursBaby I’ll be yoursBut you’re so far away 이제 맘을 열어줘I’m gonna be your boyI’ll be your boyBe my be my be my girl내 맘과 같다면 Be my be my be myI just wanna be your boy다 필요 없어 나와 손을 잡고 runShh Treasure Oh oh oh oh oh oh oh ohNa na na na na nowOh oh oh oh oh oh 맘을 열어줘Oh oh oh oh oh oh oh ohNa na na na na nowOh oh oh oh oh ohI’m gonna be your boyAlbums Available @ YG SELECT : http://www.ygselect.com/ YG SELECT China : http://cn.ygselect.com/ YG SELECT Amazon(JP) : http://bit.ly/yg-amzn-jp YG SELECT Amazon(US) : http://bit.ly/yg-amzn-us YG SELECT Amazon(UK) : http://bit.ly/yg-amzn-uk YG SELECT Qoo10(SG) : https://www.qoo10.sg/shop/ygselect #TREASURE #트레저 #1stSINGLEALBUM #THEFIRSTSTEP_CHAPTERONE #BOY #YGMore about TREASURE @https://yg-treasure.comhttps://www.youtube.com/OfficialTreasurehttps://www.facebook.com/OfficialTreasurehttps://www.twitter.com/ygtreasuremakerhttps://www.twitter.com/treasuremembershttps://www.instagram.com/yg_treasure_official"
"hsm4poTWjMs","Cardi B - WAP feat. Megan Thee Stallion [Official Music Video]","2020-08-07T04:00:10Z","UCxMAbVFmxKUVGAll0WVGpFw","Cardi B","10","2020-08-12T00:00:00Z","Cardi B|Cardi|Atlantic Records|rap|hip hop|trap|latin|Bodak Yellow|bloody shoes|red bottoms|i like it|invasion of privacy|offset|bruno mars|finesse|WAP|Meg|Stallion|Hottie|Bardi|Bardi Gang|Megan The Stallion|Megan Thee Stallion|Worldstar|Onlyfans|Press|Money|Savage|cJc7xWJbwJw|lEIqjoO0-Bs|Kulture|Shaderoom|Baller Alert","76805026","2820371","382583","270277","https://i.ytimg.com/vi/hsm4poTWjMs/default.jpg","False","False","Cardi B - WAP feat. Megan Thee StallionStream/Download - https://CardiB.lnk.to/WAPSubscribe for more official content from Cardi B: https://CardiB.lnk.to/SubscribeFollow Cardi Bhttp://cardibofficial.comhttp://Twitter.com/IAmCardiBhttp://Facebook.com/IAmCardiBhttp://Instagram.com/f/iamcardibhttp://Soundcloud.com/IAmCardiBExclusive Bardi Gang merchandise available here: http://smarturl.it/BardiGangMerchYTLABELAtlantic RecordsCommissioner: Kareem Johnson / OverScene LLCSVP / Head of Marketing:  Marsha St. Hubert PRODUCTIONProd Co: Boy in the CastleDirector: Colin TilleyCreative Director: Kollin Carter & Patientce FosterExec Producer: Jamee RantaProducer: Whitney JacksonDirector of Photography: Elias Talbot1st AD: Ev Salomon Editor: Vinnie HobbsBeauty: Sunset EditChoreography: J.K. Creatives, Inc.Choreographer: JaQuel KnightAssistant Choreographers : Darina Littleton and Ashley Seldon CARDI B GLAMStyling: Kollin CarterStyling Asst: Jennifer UdechukwuHair: Tokyo StylezMakeup: Erika RomanNails: Jenny Bui (Nails on 7th)  MEGAN THEE STALLION GLAMStyling: EJ KingHair: Kellon DeryckMakeup: Megan Thee StallionNails: Coca MichelleThe official YouTube channel of Atlantic Records artist Cardi B. Subscribe for the latest music videos, performances, and more."
"tQ7lOEoKgwM","쇳물로 만든 비룡도.. 부스터키고 실제주행한다!! (드디어 업로드ㅋㅋ)","2020-08-08T00:00:06Z","UCUsrcN6Vtqr05ibbow_rnBw","닥터파이어","20","2020-08-12T00:00:00Z","카트라이더 러쉬 플러스|카트라이더 러쉬 플러스 제노|카트라이더 러쉬 플러스 쿠폰|카트라이더 러쉬 플러스 L1|카트라이더 러쉬 플러스 L2|카트라이더 러쉬 플러스 k코인 얻는법|카트라이더 러쉬 플러스 k코인|카트라이더 러쉬 플러스 잘하는법|카트라이더|카트라이더 제노|카트라이더 드리프트|카러플|제노|테드|ted|june|sanago|사나고 카트라이더|아재|mr.아재|만들기|3d펜|카트라이더 3d펜|캔|알루미늄|게임|kartrider|카트라이더 모바일|드리프트|핑크코튼|솔라|세이버red|세이버|무과금|rc카|재활용|닥터파이어|닥파|퍼플미티어|연습카트|연카|쥰|사나고|판다카트|레전드|비밀코드|비룡도|비룡도 출시|비룡도 비밀코드|비룡도 얻는법|비룡도 패키지|비룡도 리뷰|비룡도 보물상자","249454","7854","175","1374","https://i.ytimg.com/vi/tQ7lOEoKgwM/default.jpg","False","False","#카트라이더러쉬플러스 #카트라이더 #비룡도닥파 구독해주세요 https://goo.gl/eR9qH1★닥터파이어 브롤스타즈 이전영상 다시보기★펩시로만든 메카크로우https://youtu.be/pCgmUra83WY감자로만든 로보 스파이크https://youtu.be/e0Ouu8ra_cg쇳물로만든 비비 방망이https://youtu.be/JcIQSrHhK7Y비누로 만든 스파이크https://youtu.be/i8Mdqy2VsKE쉘리 샷건https://youtu.be/HK_1ahPbNMA콜트 리볼버https://youtu.be/L4Ny6VEx9qk레온 크로우 표창대결https://youtu.be/TUOkntNDlDc프랭크 쇳물 거대망치https://youtu.be/_0msFmlwLIk브록의 4연발 로켓포https://youtu.be/-VkVolKuDvU★이전 배틀그라운드 방송영상 링크캬규팔 8배율 스코프 https://youtu.be/EI-tTIOnev4버기 RC카 https://youtu.be/fyghBL27gUg보급상자 가습기 https://youtu.be/7CxAgmOVPyc배틀그라운드 볼펜 시리즈https://youtu.be/huQD7AaftmUhttps://youtu.be/jfiRfnCLP_E7탄 볼펜+필통 https://youtu.be/RTKBokg-Kow3뚝헬멧 저금통  https://youtu.be/j_IXb3wSE3U배그 욘막탕 가습기 https://youtu.be/scokDMyJ3RE진짜 하늘을 나는 배그 수송기(비행기) https://youtu.be/Cj1ows5z9q0배그 후라이팬 만들기 https://youtu.be/nEkEDxZTqfMCopyright ⓒ 2016 All Rights Reserved.Copyright of the image is in this channel. It is possible to change one / distribution without permission to share this video is not available.Subscribe: https://goo.gl/eR9qH1"
"AQ2p8hxX90Y","[19/20 UCL 16강 2차] 바르셀로나 vs 나폴리 H/L","2020-08-08T21:55:57Z","UCtm_QoN2SIxwCE-59shX7Qg","SPOTV","17","2020-08-12T00:00:00Z","SPOTV|스포티비|바르셀로나|나폴리|챔피언스리그|메시|수아레스|렁글레|가투소|슈테켄|인시녜|메르텐스","875080","6370","162","2788","https://i.ytimg.com/vi/AQ2p8hxX90Y/default.jpg","False","False","바르셀로나 vs 나폴리 경기 하이라이트"
"F1gLID2d8qY","칸토 (KANTO) 'I'm So Fine (Feat. 김호중)' LYRIC VIDEO","2020-08-09T09:00:08Z","UCAkWpyeieFjzS7GzSJMArhQ","BRANDNEW MUSIC","10","2020-08-12T00:00:00Z","#브랜뉴뮤직|#BRANDNEWMUSIC|#칸토김호중|#김호중칸토","68512","7260","23","1507","https://i.ytimg.com/vi/F1gLID2d8qY/default.jpg","False","False","칸토 (KANTO) 'I'm So Fine (Feat. 김호중)' LYRIC VIDEO'I'm So Fine' Available Everywhere Now! Melon : http://kko.to/KEa3kgzYHApple Music : https://music.apple.com/us/album/im-so-fine-feat-kim-hojung-single/1527029835작사 : 칸토작곡 : Holic, 칸토편곡 : Holic[LYRICS]How about you ay하루하루 꽤 좋게 보내 너랑 헤어지고 난 뒤에두꺼워진 지갑 더 이상 Don’t wear skinny jeans같이 볼 걱정 없이 정주행 N flix내 마음껏 쇼핑긁어 크레딧 카드Without somebody 잔소리부담 없는 왼쪽 귀땡길 때 drink We gotta 1, 2, 3차를 넘어마음껏 chill근데 실은 말이야 한구석네가 아직도 존재하고 있어더 괜찮은 척해도네가 덩치를 불려 너의 기억이 더 커져 그래Girl I want your love지금 바로 당장Girl I want your hugNo, I’m so fine하루 종일 좋다가 또 왜난 너의 기억들을 꺼내널브러진 추억 속에 갇혀 No way (no way)Don't get me wrong붙잡는 건 아냐 (아냐)궁금할 뿐이야 난 그냥아니 보고 싶은 마음아니 I’m so fineI’m so fineLa la laI’m so fineI’m so fineLa la laI’m so fine도로 위 차들에 비친 모습에 나 하나밖에 없는 것도 fine모든 자리 혼자 나간 걸 이젠 아무도 어색해 하지 않는 걸 fine아무렇지 않아 아냐 아무래도 난 아직 잔에 추억을 따라들이 마신 뒤 비워낸 잔에 채울 널 찾아 다시혼자 해야될 것들이 늘어났지선택해 너의 현명함 없이고민을 할 때도네가 덩치를 불려너의 기억이 더 커져 그래Girl I want your love지금 바로 당장Girl I want your hugNo, I’m so fine하루 종일 좋다가 또 왜난 너의 기억들을 꺼내널브러진 추억 속에 갇혀No way (no way)Don't get me wrong붙잡는 건 아냐 (아냐)궁금할 뿐이야 난 그냥아니 보고 싶은 마음아니 I’m so fine말해 시간이 답근데 매일 무의미한도전만 늘어나 tic tocNo, I’m so fine하루 종일 좋다가 또 왜난 너의 기억들을 꺼내널브러진 추억 속에 갇혀 No way (no way)Don't get me wrong붙잡는 건 아냐 (아냐)궁금할 뿐이야 난 그냥아니 보고 싶은 마음아니 I’m so fineI’m so fineLa la laI’m so fineI’m so fineLa la laI’m so fine칸토 (KANTO) Official @http://www.facebook.com/KANTOofficialhttp://www.instagram.com/choikantohttp://twitter.com/kanto94BRANDNEW MUSIC Official @http://www.facebook.com/brandnewmusic2011http://www.instagram.com/brandnewmusic2011http://twitter.com/BN_Music#칸토 #김호중 #ImSoFine #KANTO #KIMHOJOONG #브랜뉴뮤직 #BRANDNEWMUSIC"
"NFa38a2XStM","이게 왜 진짜야..? 실제 있었던 일인데도 주작같은 황당한 실화 TOP10","2020-08-08T02:00:02Z","UCvi7EYzMlfSB0ZkX55i5LlA","타임스낵","24","2020-08-12T00:00:00Z","타임스낵|TIME SNACK|시간 때우는 채널|시간 때우는 영상|시간 때우기|재밌는 영상|레전드|베스트|웃긴 영상|웃음참기|웃음참기 챌린지|자막드립|유머스낵|바삭이|스낵이|반죽이|주작|실화|황당한|조작","883321","13347","197","2524","https://i.ytimg.com/vi/NFa38a2XStM/default.jpg","False","False","내용이 너무 황당해서 주작보다 더 주작같은 실화 TOP10을 선별해봤습니다! 맛있게 시청하세요!!♥🍪 우리 바삭이들 사랑해요 ㅎㅎ ♥🍪 반죽이들도 구독해줄꺼죠? :) 🍪 늘 재밌는 영상으로 보답할게요!!🍪 타임스낵 부캐 유머스낵도 많이 사랑해주세요ㅎㅎ🍪 제보와 문의는 [ timesnack24@gmail.com ] 으로 메일주세요!!#타임스낵#유머스낵#랭킹스낵"
"DNOOxqIus08","멸치국수 천원??전메뉴 5개 다먹어도 6500원.. 두번 먹었습니다!!","2020-08-08T14:37:55Z","UCsNVs68quFJMaDmR6frfUsQ","야식이","24","2020-08-12T00:00:00Z","[None]","518305","14089","410","2175","https://i.ytimg.com/vi/DNOOxqIus08/default.jpg","False","False","#멸치국수 #천원 #허니돈구독하기(Subscribe) 좋아요(Like) 고맙습니다!(Thank you!)멸치국수 천원??전메뉴 5개 다먹어도 6500원.. 두번 먹었습니다!!야식이 먹방[해당 업체로부터 음식값 3천원을 후원받은 영상입니다!]2020년 7월 30일 경기도 의정부시 의정부동 '허니돈' 의정부점각국어 번역 자막 제작 : 컨텐츠 제작의 마무리는 컨텐츠플라이! 글로벌 진출을 위한 최고의 파트너CONTENTSFLY에서 제작되었습니다.https://www.contentsfly.com"
"IOe0GGG2wcg","태권도장에서 당했던 잊혀지지 않는 사건... ㅣ사연툰","2020-08-10T02:45:00Z","UCHj3qb7u4WUfUrjlOJtPdKA","호돌이 영상툰","1","2020-08-12T00:00:00Z","호돌이영상툰|사연툰","222315","4642","126","1359","https://i.ytimg.com/vi/IOe0GGG2wcg/default.jpg","False","False","───────▼─호돌이 영상툰─▼─────호돌이 영상툰에 오신걸 환영합니다! ^_^사연을 영상툰으로 만듭니다.영상으로 만드는 과정 중 각색 및 허구가 있음을 알려드립니다구독 & 좋아요 알람설정 부탁드립니다!─────────────────────────────────────────▲ 호돌이 영상툰 구독하기 → https://bit.ly/2ATbQ8B▲ 영상 제보하는법 → 카카오톡 플러스친구 호돌이 영상툰 검색 후에 친구추가 해서 사연보내주세요!▲ 배경음악: 뿌요님 https://www.youtube.com/watch?v=u362E57fA8Y이야기의 출처는 제보 or 인터넷 유명 이야기들 or 창작 및 각색 입니다#사연툰─────────────────────────────────────────광고, 협찬 및 모든 문의는 hodoli0high@gmail.com으로 보내주세요!  감사합니다!"
"MKVtK_MpwLk","보겸 BBQ 광고 아니다 내가 이병헌이냐!! 알고보니 뒷광고... 광고 표시도 안함...","2020-08-09T13:24:12Z","UCVWN__TENeCRT8P6B6SwNog","정배우 : 사건사고이슈","24","2020-08-12T00:00:00Z","정배우|사건|사고|이슈|주작|검거|피해자|공론화|폭로|유튜버|인터뷰","575712","14241","12633","8245","https://i.ytimg.com/vi/MKVtK_MpwLk/default.jpg","False","False","#뒷광고 #내돈내산 #보겸 #보겸뒷광고 #보겸치킨 #보겸bbq #보겸비비큐 #참피디 #참pd #쯔양 #양팡 #푸메 #도티 #한혜연"
"M-HiHYebrJM","여의도 지하차도에 갇힌 잉어·메기 구출작전!","2020-08-07T08:57:57Z","UCHBvfByzuzamrZiL398jopQ","News1 눈TV","25","2020-08-12T00:00:00Z","여의도|폭우|한강","632909","3344","156","843","https://i.ytimg.com/vi/M-HiHYebrJM/default.jpg","False","False","(서울=뉴스1) 박혜성 기자 이밝음 기자 = 서울에 6일 하루에만 100㎜(관악구 남현동 6일 강수량 119.5㎜)가 넘는 폭우가 쏟아진 가운데 이튿날인 7일 오후 서울 한강 둔치에서는 잉어와 메기, 붕어를 구출하는 웃지 못할 해프닝이 벌어졌다. 서울 영등포경찰서 여의도지구대는 이날(7일) 낮 12시께 여의도 둘레를 순찰하던 도중 국회한옥사랑재와 국회둔치주차장 사이 지하차도에서 100여마리의 어류가 헤엄치는 것을 발견했다.전날(6일) 한강 수위가 홍수 주의보 기준인 8.5m를 훌쩍 뛰어넘고, 낮 2시40분 8.73m까리 올라가면서 올림픽대로와 강변북로 등 도로 통행과 함께 출입이 통제됐다 해제된 여의도공원에 물고기들이 들어온 것이다. 일부는 물이 없는 하수구 위에서 놓여서 헐떡거리기도 했다.한강홍수통제소에 따르면 한강 수위는 이날(7일) 오후 1시40분 기준 6.46m까지 낮아진 상태다. 하루만에 수위가 2m 넘게 오르내리면서 지하차도에 들어왔던 물고기들은 오가지 못한 상황에 놓였었다.경찰은 한강사업본부에 이를 알렸고, 오후 1시20분부터 '구출 작전'이 시작됐다.삽으로 물고기를 조심스럽게 담은 직원들은 민물로 서둘러 옮겨서 한강에 방류했다. 이들 어종은 천연기념물이나 희귀종은 아니지만 오염물 무단 방류나 수온 변화 등 한강의 상태를 확인할 수 있는 '한강 동식물 생태계'에 포함돼 있다.한강사업본부 직원은 2000년 이후 이런 일은 처음 보며, 홍수로 수위가 높아져서 벌어진 일로 보인다고 설명했다."
"0K_d7YDaDFI","※충격반전※ 지난주 모두를 설레게 한 북한 식당 종업원 수애, 알고 보니 북한 간첩 기관 출신..?! | 이제 만나러 갑니다 451 회","2020-08-09T15:16:21Z","UCB-ogYCX9Me8nP9gEGpMjUg","채널A Entertainment","24","2020-08-12T00:00:00Z","이제만나러갑니다|이만갑|김정은|경호원|대남연락소|간첩|북한|탈북|탈북민","126183","1318","122","139","https://i.ytimg.com/vi/0K_d7YDaDFI/default.jpg","False","False","평양의 대남연락소에서 실제로 일을 했었다는 수애수애가 알려주는 대남 연락소의 비밀은..?채널A 이제 만나러 갑니다 매주(일) 밤 11시 방송"
"IKU13qDja7g","🌈🌟고간지도 첫눈에 반한 똥꼬발랄한 찐하이틴룩💖☀ (핵귀염교진/시크스웩서연/GO간지특집/레전드하이틴룩) [이옷주세요 EP.12]","2020-08-08T03:00:07Z","UCtDcEbupijR_gufF7PIEDGQ","ZAMSTER 잼스터","24","2020-08-12T00:00:00Z","꿀잼|존잼|존웃|blind dating|소개팅|블라인드소개팅|데일리룩|패션|코디|OOTD|룩|소개팅성공|소개팅메이크업|소개팅패션|solfa소개팅|소개팅룩|소개팅앱|레전드패션|훈남|남자|여자|연애|사랑|남친룩|여친룩|데이트룩|데이트패션|10대코디|남자들이 미치는|여자들이 미치는|환장하는|여자패션|남자패션|20대코디|미향언니|이로운|홍대|부산|홍대패피|패피|포카리|여름패션|존예|존잘|썸머","227656","4089","78","303","https://i.ytimg.com/vi/IKU13qDja7g/default.jpg","False","False","고간지 시즌1, 시즌2 찐패피 출연!! 90년대 날라리 출신 미향언니가 추천해주는 90S 하이틴 패쑌!! ---------------- 이옷주세요 시즌2는 클로넷과 함께 합니다 😉 ------------------영상에 나온 옷들 여기로! 👉👉 https://clonet.page.link/QuM6💁 ♂ 클로넷 앱 다운받고 실용갑찐예쁜 아이템들 구경하러 오세요 🙋90년대부터 쭉 놀아온 미향언니의 미쿡 하이틴룩은??👩 🎤🐰핑쿠핑쿠 토끼털도 소화해버리는 고간지 교진💫패턴에 패턴에!! 패턴을 더해도!! 찰떡인 서연꺌꺌 터져버린 텐션과 광대승천 아이템이 궁금하다면 최종화면까지 꼬고👍#여친룩 #이옷주세요 #클로넷"
"2YW5R97Hxf4","[#사이코지만괜찮아] 도희재 복선 모음.zip 장영남 배우님,, 연기 살살 좀 해주세요(T^T) 너무 무서움,, | It's Okay to Not Be Okay #Diggle","2020-08-07T06:00:01Z","UC9w-h_ciMmX64TcLRcb1xPg","tvN DRAMA","24","2020-08-12T00:00:00Z","tvN|tvN DRAMA|사이코지만 괜찮아|김수현|서예지|오정세|박규영|Diggle|디글|Diggle 사이코지만괜찮아|장영남|김주헌|사이코지만 괜찮아 다시보기|사이코지만 괜찮아 공식영상|강기둥|도희재|박행자|사이코지만 괜찮아 고문영 엄마|사이코지만 괜찮아 장영남|사이코지만 괜찮아 수간호사|장영남 정체|사이코지만 괜찮아 장영남 정체|장영남 연기|사이코지만 괜찮아 엄마|배우 장영남|tvn 장영남|사이코지만 괜찮아 범인|도희재 정체|도희재 사이코|도희재 고대환|사괜 도희재|도희재 고문영|고문영 엄마","1185669","10805","194","1080","https://i.ytimg.com/vi/2YW5R97Hxf4/default.jpg","False","False","#tvN 새 #토일드라마 {#사이코지만괜찮아}6월 20일 [토] 밤 9시 tvN 첫 방송 / 매주 [토,일] 밤 9시 tvN 방송버거운 삶의 무게로 사랑을 거부하는 정신병동 보호사 강태(김수현)와태생적 결함으로 사랑을 모르는 동화 작가 문영(서예지)이서로의 상처를 보듬고 치유해가는 한 편의 판타지 동화 같은 힐링 로맨스공홈 http://program.tving.com/tvn/tvnpsycho네이버TV https://tv.naver.com/cjenm.tvNpsycho/Let's giggle, :Diggle!방송국놈들이 덕질하는 채널 디글 구독하기! :Diggle ☞ https://bit.ly/2Urls34"
"oc6okwrqtIw","[sub] 🥔EP.2-1 수많은 외로움과 그 속 작은 기쁨에 관한 이야기.. | 나홀로 이식당 풀버전","2020-08-07T14:15:12Z","UCQ2O-iftmnlfrBuNsUUTofQ","채널 십오야","24","2020-08-12T00:00:00Z","나영석|나PD|신서유기|신서유기외전|아간세|아이슬란드|아이슬란드간세끼|이수근|수근세끼|은지원|지원세끼|삼시세끼|세끼|신효정|나피디|묘한이|tvN|라끼남|라면|라면끼리는남자|강호동|양정우|육봉선생|6봉선생|안성탕면|농심|너구리|신라면|짜파게티|짜파구리|진라면|불닭볶음면|팔도|라면먹방|먹방|마포멋쟁이|마포|멋쟁이|송민호|표지훈|민호|지훈|피오|MINO|PO|P.O|위너|WINNER|이너써클|INNERCIRCLE|인서|꿀벌|bbc|비비씨|송표|표송|패션|패션유튜버|패션유튜브|삼시네세끼|자급자족|합숙|달나라공약이행프로젝트|달나라프로젝트|공약|달나라|달|젝스키스|젝키|젝서키|젝스키|지원|이재진|재진|김재덕|재덕|장수원|수원|SechsKies|Sechs Kies|슬의|슬기로운하드털이|슬의생|슬기로운의사생활|신원호|워노|이우정|조정석|정경호|유연석|김대명|전미도|이익준|김준완|안정원|양석형|채송화|용석민|문태유|도재학|이익순|곽선영|겨울정원|신현빈|장겨울|수빈쌤|hospitalplaylist","2277572","26252","433","1401","https://i.ytimg.com/vi/oc6okwrqtIw/default.jpg","False","False","외로워,,손님이필요해,,#나와의싸움 #외로움과의싸움 #감자와의싸움메인셰프 이수근, 주방보조 이수근, 설거지 이수근, 서빙 이수근, 계산 이수근, 그 외 이수근어차피 인생은 혼자~ '나홀로 이식당' 매주 금요일 밤 10시 50분 tvN풀버전은 방송직후 '채널십오야' 유튜브에서!이식당 영업비밀이 궁금하다면🥔https://bit.ly/2RpuQEt"
"BORZwEdEiJg","사실상 참PD가 가장 분노했던 먹방유튜버 나름TV [이슈왕]","2020-08-05T14:02:54Z","UClyThsEAiGbNeDFH5mAyumw","이슈왕 TV","24","2020-08-12T00:00:00Z","참PD|나름TV|유튜버|크리에이터|먹방|음식|뒷광고","1802398","13608","1719","3820","https://i.ytimg.com/vi/BORZwEdEiJg/default.jpg","False","False","유튜버 참PD의 생방송 이후 많은 것들이 변해 있는 상황입니다.한편 그가 당시 가장 많이 거론했던 먹방 크리에이터가 있습니다.그 이유를 영상을 통해 확인해보세요![영상은 모두 이슈왕TV에서 제작되었습니다]Copyright ⓒ by ISSUE KING All Rights Reserved"
"oU5IV35puhY","[sub] 🥔EP.2-2 드디어 밝혀지는 마지막 영업비밀,,,새로운 알바의 등장!!  | 나홀로 이식당 풀버전","2020-08-07T14:33:35Z","UCQ2O-iftmnlfrBuNsUUTofQ","채널 십오야","24","2020-08-12T00:00:00Z","나영석|나PD|신서유기|신서유기외전|아간세|아이슬란드|아이슬란드간세끼|이수근|수근세끼|은지원|지원세끼|삼시세끼|세끼|신효정|나피디|묘한이|tvN|라끼남|라면|라면끼리는남자|강호동|양정우|육봉선생|6봉선생|안성탕면|농심|너구리|신라면|짜파게티|짜파구리|진라면|불닭볶음면|팔도|라면먹방|먹방|마포멋쟁이|마포|멋쟁이|송민호|표지훈|민호|지훈|피오|MINO|PO|P.O|위너|WINNER|이너써클|INNERCIRCLE|인서|꿀벌|bbc|비비씨|송표|표송|패션|패션유튜버|패션유튜브|삼시네세끼|자급자족|합숙|달나라공약이행프로젝트|달나라프로젝트|공약|달나라|달|젝스키스|젝키|젝서키|젝스키|지원|이재진|재진|김재덕|재덕|장수원|수원|SechsKies|Sechs Kies|슬의|슬기로운하드털이|슬의생|슬기로운의사생활|신원호|워노|이우정|조정석|정경호|유연석|김대명|전미도|이익준|김준완|안정원|양석형|채송화|용석민|문태유|도재학|이익순|곽선영|겨울정원|신현빈|장겨울|수빈쌤|hospitalplaylist","1888233","25270","341","1733","https://i.ytimg.com/vi/oU5IV35puhY/default.jpg","False","False","사실영업비밀까진 아니구,,#나노 #나알바 #본사직원메인셰프 이수근, 주방보조 이수근, 설거지 이수근, 서빙 이수근, 계산 이수근, 그 외 이수근어차피 인생은 혼자~ '나홀로 이식당' 매주 금요일 밤 10시 50분 tvN풀버전은 방송직후 '채널십오야' 유튜브에서!이식당 영업비밀이 궁금하다면🥔https://bit.ly/2RpuQEt"
